iter	RMSE
262	24.28188414
263	24.2755888
264	24.26652667
265	24.26036888
266	24.25794173
267	24.25086921
268	24.23958634
269	24.23229657
270	24.22403332
271	24.22275221
272	24.2141733
273	24.20910224
274	24.20080446
275	24.19261057
276	24.18973057
277	24.18853368
278	24.18179051
279	24.18018264
280	24.17577489
281	24.16721784
282	24.16142804
283	24.1537059
284	24.14679112
285	24.14056047
286	24.13415056
287	24.12772249
288	24.11815312
289	24.11560916
290	24.11017817
291	24.10413655
292	24.09427821
293	24.0932306
294	24.08904511
295	24.08098965
296	24.07672168
297	24.06507987
298	24.063277
299	24.05819075
300	24.05138973
301	24.04462157
302	24.04097757
303	24.03472864
304	24.03019146
305	24.02859601
306	24.02777146
307	24.02585016
308	24.01660509
309	24.01304279
310	24.00686439
311	24.0014469
312	23.99875891
313	23.99394265
314	23.98882936
315	23.97879256
316	23.97813674
317	23.96953127
318	23.96315555
319	23.96140007
320	23.95558246
321	23.94685328
322	23.94072839
323	23.93191666
324	23.92406635
325	23.91466213
326	23.90909803
327	23.90369214
328	23.89334921
329	23.88565366
330	23.87725714
331	23.87609193
332	23.86945767
333	23.86218974
334	23.85754708
335	23.85119635
336	23.84418755
337	23.83520613
338	23.82899825
339	23.82485116
340	23.81700822
341	23.81536318
342	23.80830178
343	23.80290169
344	23.79649171
345	23.79129891
346	23.78343456
347	23.78052089
348	23.77334811
349	23.7723291
350	23.76348339
351	23.7597317
352	23.75377176
353	23.74586314
354	23.7362274
355	23.72808709
356	23.72161471
357	23.71778699
358	23.71179694
359	23.70313599
360	23.70061258
361	23.69816624
362	23.69725677
363	23.6932414
364	23.68637301
365	23.68018987
366	23.67446565
367	23.66737293
368	23.65958107
369	23.65457315
370	23.64760703
371	23.6453006
372	23.64006153
373	23.63710871
374	23.63315266
375	23.62815484
376	23.62128362
377	23.61276334
378	23.61184439
379	23.60564761
380	23.59822515
381	23.59593292
382	23.58566079
383	23.57841645
384	23.56831175
385	23.5604652
386	23.55730163
387	23.55534632
388	23.54743883
389	23.53957055
390	23.53168748
391	23.52411105
392	23.51747684
393	23.51047542
394	23.50562095
395	23.50207489
396	23.49884836
397	23.49712871
398	23.48990348
399	23.48790958
400	23.47971764
401	23.47155584
402	23.46931234
403	23.46340902
404	23.46268086
405	23.45453275
406	23.4498852
407	23.44593793
408	23.44226844
409	23.43319784
410	23.4278395
411	23.42133032
412	23.41818774
413	23.41457947
414	23.4133673
415	23.40778017
416	23.40012574
417	23.39373435
418	23.39060638
419	23.3854901
420	23.37698633
421	23.3723257
422	23.36477394
423	23.35877237
424	23.35318107
425	23.34802071
426	23.34534147
427	23.34048973
428	23.33295674
429	23.32785765
430	23.31929919
431	23.31819072
432	23.31027116
433	23.30404164
434	23.30231274
435	23.29969573
436	23.28949247
437	23.2825498
438	23.27936531
439	23.27370709
440	23.27137311
441	23.26915316
442	23.26163334
443	23.25721528
444	23.2504509
445	23.24664596
446	23.24474559
447	23.24161016
448	23.23464586
449	23.22929352
450	23.22651572
451	23.21959578
452	23.21029496
453	23.20408485
454	23.1976579
455	23.19561228
456	23.19000216
457	23.18659793
458	23.18062766
459	23.1708452
460	23.16425931
461	23.1591777
462	23.15333454
463	23.14958445
464	23.14097514
465	23.13606699
466	23.13031229
467	23.12501897
468	23.11733998
469	23.11542016
470	23.10739119
471	23.10190303
472	23.09724723
473	23.09005542
474	23.08747537
475	23.08417827
476	23.07912444
477	23.07319453
478	23.06930125
479	23.06482501
480	23.06415513
481	23.05767241
482	23.05289789
483	23.04457609
484	23.03859971
485	23.03465892
486	23.02872087
487	23.02603314
488	23.02357555
489	23.01874491
490	23.01193146
491	23.0069086
492	22.99992018
493	22.99397038
494	22.98660186
495	22.9832491
496	22.97916672
497	22.97525277
498	22.96659036
499	22.9650335
500	22.95857253
501	22.95309901
502	22.95112783
503	22.94789796
504	22.94024455
505	22.93196049
506	22.92656326
507	22.92168167
508	22.91567576
509	22.90875818
510	22.9032874
511	22.89658904
512	22.89242503
513	22.89090216
514	22.88741579
515	22.88373853
516	22.87823993
517	22.87062699
518	22.87003458
519	22.86542313
520	22.85986322
521	22.85602485
522	22.85501242
523	22.85360576
524	22.85202683
525	22.84523647
526	22.8412252
527	22.83811365
528	22.83269874
529	22.82782378
530	22.82599944
531	22.81718504
532	22.81214381
533	22.8078386
534	22.8013888
535	22.79606958
536	22.79061146
537	22.78742762
538	22.78347262
539	22.78104007
540	22.77469756
541	22.7718811
542	22.76760182
543	22.76157123
544	22.76024168
545	22.75700542
546	22.75457359
547	22.7496195
548	22.74463885
549	22.73961268
550	22.73522288
551	22.73277641
552	22.73226393
553	22.72809702
554	22.72355611
555	22.71715529
556	22.71301727
557	22.70673932
558	22.70628586
559	22.70182128
560	22.69812983
561	22.69560208
562	22.68924163
563	22.68642525
564	22.68575072
565	22.6822157
566	22.67908484
567	22.67390734
568	22.66574167
569	22.66089611
570	22.65926746
571	22.65332922
572	22.65090578
573	22.64581775
574	22.63652818
575	22.63323469
576	22.63054922
577	22.62441509
578	22.62240584
579	22.61690985
580	22.61216809
581	22.6080908
582	22.60423817
583	22.60170074
584	22.59862688
585	22.59559948
586	22.59446111
587	22.59391034
588	22.58789645
589	22.58717067
590	22.58384802
591	22.58009628
592	22.57581339
593	22.57144463
594	22.56749787
595	22.56336147
596	22.55941712
597	22.55888911
598	22.55490075
599	22.55148041
600	22.54675003
601	22.54290117
602	22.53787034
603	22.53464204
604	22.53342504
605	22.5275314
606	22.52499721
607	22.52374726
608	22.52104249
609	22.51891364
610	22.51678342
611	22.51288924
612	22.50895238
613	22.50718051
614	22.50327439
615	22.49905724
616	22.49591213
617	22.4922643
618	22.4849926
619	22.47813218
620	22.47392599
621	22.46825624
622	22.46730218
623	22.46535317
624	22.46455128
625	22.45932902
626	22.45736635
627	22.45432755
628	22.44851046
629	22.44527091
630	22.44232686
631	22.43947851
632	22.43780963
633	22.43521518
634	22.43257226
635	22.42998772
636	22.4261656
637	22.42204774
638	22.41713668
639	22.41224019
640	22.40694807
641	22.40077662
642	22.39375194
643	22.38792554
644	22.38254085
645	22.3779895
646	22.3734097
647	22.36724536
648	22.36523737
649	22.35919557
650	22.35177636
651	22.34753193
652	22.34474828
653	22.33768921
654	22.33035967
655	22.3225179
656	22.31932483
657	22.31891955
658	22.31715239
659	22.31564976
660	22.31496839
661	22.31182449
662	22.30689927
663	22.30152665
664	22.29629974
665	22.29269882
666	22.28464315
667	22.28222025
668	22.28114484
669	22.28072752
670	22.27641229
671	22.27457032
672	22.27104557
673	22.26707927
674	22.26153182
675	22.26116703
676	22.25591432
677	22.25151692
678	22.24927186
679	22.24738696
680	22.24300692
681	22.23723023
682	22.23489151
683	22.23422042
684	22.22801073
685	22.22508662
686	22.22014949
687	22.21697068
688	22.213045
689	22.20885134
690	22.20353493
691	22.20205805
692	22.19939905
693	22.19530321
694	22.18985089
695	22.1886393
696	22.18845554
697	22.18250085
698	22.17869026
699	22.17403469
700	22.16891762
701	22.16607362
702	22.16390405
703	22.16334757
704	22.16316525
705	22.16050731
706	22.15981863
707	22.15953135
708	22.15338128
709	22.14934948
710	22.14408813
711	22.14243418
712	22.138138
713	22.13538409
714	22.13238599
715	22.13085134
716	22.12389611
717	22.11877868
718	22.1131511
719	22.10583659
720	22.10386901
721	22.10370803
722	22.10314649
723	22.09681985
724	22.09213009
725	22.08871671
726	22.08831236
727	22.08129336
728	22.07375372
729	22.07133234
730	22.06850024
731	22.06654168
732	22.06409996
733	22.05896305
734	22.0545986
735	22.051938
736	22.04692157
737	22.04474238
738	22.04257577
739	22.04226747
740	22.04085013
741	22.03795011
742	22.03627118
743	22.03550785
744	22.03477899
745	22.03414331
746	22.02929122
747	22.02463965
748	22.02016068
749	22.01862263
750	22.01778942
751	22.01193588
752	22.00891212
753	22.00669684
754	22.00180945
755	21.99491605
756	21.99080245
757	21.99014003
758	21.98602804
759	21.98439452
760	21.98254526
761	21.97910348
762	21.97649597
763	21.97275797
764	21.97036734
765	21.96986291
766	21.96956183
767	21.96656965
768	21.96526022
769	21.96385429
770	21.9601211
771	21.95986387
772	21.95504381
773	21.94951906
774	21.94662126
775	21.94294063
776	21.94134593
777	21.93485044
778	21.93266488
779	21.9293741
780	21.92605836
781	21.92530294
782	21.92282488
783	21.91968663
784	21.91332111
785	21.90867541
786	21.90307433
787	21.89763891
788	21.89462087
789	21.89222791
790	21.88748535
791	21.88715159
792	21.88261253
793	21.88036175
794	21.87554713
795	21.87342126
796	21.87314074
797	21.8691918
798	21.86892509
799	21.86636167
800	21.863045
801	21.85978965
802	21.8577926
803	21.85419642
804	21.85302193
805	21.85145488
806	21.85097756
807	21.84619202
808	21.84440566
809	21.84086461
810	21.83774831
811	21.83575645
812	21.83278321
813	21.83123623
814	21.82935434
815	21.82699587
816	21.82279842
817	21.82147602
818	21.81980323
819	21.81556318
820	21.81510977
821	21.81465725
822	21.80894658
823	21.80678155
824	21.80068397
825	21.79632292
826	21.79254222
827	21.79187153
828	21.7884729
829	21.78496137
830	21.78325064
831	21.77836649
832	21.77285979
833	21.77079169
834	21.76806595
835	21.76562986
836	21.76254093
837	21.76035722
838	21.75537362
839	21.75296613
840	21.75260401
841	21.74992613
842	21.74966874
843	21.74503855
844	21.73829172
845	21.73288379
846	21.73049205
847	21.73011704
848	21.72491931
849	21.72303225
850	21.72075166
851	21.71611351
852	21.714776
853	21.70919356
854	21.70417126
855	21.70369778
856	21.70264143
857	21.69985152
858	21.69509241
859	21.6924509
860	21.69072678
861	21.69022415
862	21.68944484
863	21.68735828
864	21.68277563
865	21.67738088
866	21.67276158
867	21.6677633
868	21.66470258
869	21.66425369
870	21.66392992
871	21.66139792
872	21.65634303
873	21.65574777
874	21.65262766
875	21.64851664
876	21.64825286
877	21.64810683
878	21.64664767
879	21.64412667
880	21.64158889
881	21.63516769
882	21.63440151
883	21.6299169
884	21.62908285
885	21.62885851
886	21.62507702
887	21.62231644
888	21.61526681
889	21.61361031
890	21.61211904
891	21.61190104
892	21.60794191
893	21.60365234
894	21.59776076
895	21.59159337
896	21.58722922
897	21.58684465
898	21.58223921
899	21.57985229
900	21.57976674
901	21.57211504
902	21.5675052
903	21.56401462
904	21.56110346
905	21.5584344
906	21.55791834
907	21.55519873
908	21.55464459
909	21.55185824
910	21.54890561
911	21.5473804
912	21.54709989
913	21.54682344
914	21.54447412
915	21.54062858
916	21.53584836
917	21.53231751
918	21.53005659
919	21.52711068
920	21.52376029
921	21.52156846
922	21.5168594
923	21.51489834
924	21.51141513
925	21.50901912
926	21.50607237
927	21.50326518
928	21.50186984
929	21.49740463
930	21.49094386
931	21.48805994
932	21.48598614
933	21.48100073
934	21.48058143
935	21.47708299
936	21.47460287
937	21.47401089
938	21.47224173
939	21.46938362
940	21.46575793
941	21.46183611
942	21.45812877
943	21.45495754
944	21.45463197
945	21.45171078
946	21.45010378
947	21.44768229
948	21.44542194
949	21.44082128
950	21.43705859
951	21.43298024
952	21.42957951
953	21.42804192
954	21.42743767
955	21.42730987
956	21.42702775
957	21.42444728
958	21.42076807
959	21.41878609
960	21.41823384
961	21.41659349
962	21.41630456
963	21.4146242
964	21.41332009
965	21.41297176
966	21.41106711
967	21.40856009
968	21.40672956
969	21.40609598
970	21.4042564
971	21.40178303
972	21.40050197
973	21.39974648
974	21.39523055
975	21.39068736
976	21.3897119
977	21.38881935
978	21.38763461
979	21.38725945
980	21.38319372
981	21.37913042
982	21.37584029
983	21.37031792
984	21.36760257
985	21.36401885
986	21.36010244
987	21.35568742
988	21.35534633
989	21.35297318
990	21.34953377
991	21.34774222
992	21.34738491
993	21.34635376
994	21.34589544
995	21.33977996
996	21.33692069
997	21.33428869
998	21.33210061
999	21.33189632
945414
