iter	MultiClass
0	1.024495478
1	0.9613162218
2	0.8952223178
3	0.8370405994
4	0.7873994807
5	0.7450788908
6	0.7030711608
7	0.6638014423
8	0.6265371452
9	0.5955813628
10	0.564717495
11	0.5378307934
12	0.5151589679
13	0.4913786645
14	0.4686955266
15	0.4516494229
16	0.4358274266
17	0.4196382142
18	0.4036596538
19	0.389959455
20	0.3746467261
21	0.35865167
22	0.3444013934
23	0.3334422045
24	0.3232759067
25	0.3118734656
26	0.3004681192
27	0.2894375714
28	0.2793322323
29	0.2703877845
30	0.2627130931
31	0.2557501969
32	0.2492183836
33	0.2420107767
34	0.2357329962
35	0.2283531559
36	0.223102039
37	0.2175527168
38	0.2118955536
39	0.2047461747
40	0.1994856981
41	0.1946529652
42	0.1887111236
43	0.1850722118
44	0.1816124312
45	0.1764294689
46	0.1728715045
47	0.1684986977
48	0.1650905112
49	0.160452407
50	0.1574090422
51	0.1535668595
52	0.1504068842
53	0.1472057804
54	0.1437580874
55	0.1411341351
56	0.1384571184
57	0.1358538464
58	0.1335126542
59	0.1313980461
60	0.1288768598
61	0.1261547451
62	0.1232259866
63	0.1207767713
64	0.1194601232
65	0.1174716905
66	0.1154699565
67	0.11389151
68	0.1123054615
69	0.1108021515
70	0.1093274192
71	0.1076144502
72	0.105833384
73	0.1044239726
74	0.102837388
75	0.1018846482
76	0.1006146262
77	0.09931015331
78	0.09806253534
79	0.09606447005
80	0.09451168867
81	0.09298851716
82	0.09175518636
83	0.09047678806
84	0.08934836726
85	0.08797826692
86	0.08683473976
87	0.08570025352
88	0.08469620431
89	0.08384479322
90	0.08296099168
91	0.08207957065
92	0.08096479668
93	0.07984693825
94	0.07880037197
95	0.07784804197
96	0.07690129089
97	0.07582543884
98	0.07482260572
99	0.07373227902
100	0.07260540384
101	0.07156745558
102	0.07065226887
103	0.06958102575
104	0.06879808624
105	0.06794884318
106	0.06713015833
107	0.06629203846
108	0.06545571379
109	0.06465434398
110	0.06396829022
111	0.06313396812
112	0.06237605206
113	0.06181358019
114	0.06131062957
115	0.06043780825
116	0.05955557534
117	0.05899992208
118	0.05844807684
119	0.05782645903
120	0.05707672061
121	0.05650769244
122	0.05598413102
123	0.05543100729
124	0.0549048295
125	0.05433110707
126	0.05369105818
127	0.05312047742
128	0.05250436543
129	0.05201866413
130	0.05143704965
131	0.05099389596
132	0.05050417529
133	0.05009499907
134	0.04967382798
135	0.04928521657
136	0.04872866352
137	0.048368865
138	0.04782980784
139	0.04739858841
140	0.0469887163
141	0.0466228167
142	0.04624928005
143	0.04590464029
144	0.04553563486
145	0.04520518077
146	0.04485678796
147	0.04442608103
148	0.04412033552
149	0.04381766857
150	0.04337661115
151	0.04309008317
152	0.04267239771
153	0.0422431929
154	0.04191150694
155	0.0415915362
156	0.0413137702
157	0.04105375465
158	0.04078113325
159	0.04053380968
160	0.04018181294
161	0.03986903003
162	0.03956820547
163	0.03926274272
164	0.0388830321
165	0.03861455762
166	0.03832209633
167	0.03808426747
168	0.03779023404
169	0.0375636251
170	0.03726692869
171	0.03701305297
172	0.03674009223
173	0.03648458321
174	0.03620031135
175	0.03596822125
176	0.0357509347
177	0.03547452185
178	0.03526491114
179	0.03501062183
180	0.03479654108
181	0.03454919041
182	0.03430373215
183	0.03409335971
184	0.03386931763
185	0.03363691973
186	0.03341596224
187	0.03317263016
188	0.03294701224
189	0.03273702896
190	0.03250466931
191	0.03230712728
192	0.03210115881
193	0.03193442381
194	0.03176168621
195	0.03152214286
196	0.03129240116
197	0.03109002059
198	0.03093698515
199	0.0307250531
200	0.03053523037
201	0.03037267276
202	0.03022423241
203	0.03008145452
204	0.02989341119
205	0.02973512616
206	0.02956834844
207	0.0294096743
208	0.02925797873
209	0.02911863968
210	0.02897213446
211	0.02882212986
212	0.02864355903
213	0.02845413883
214	0.02828627224
215	0.02811825781
216	0.02795898206
217	0.02779513532
218	0.02765501632
219	0.02748261243
220	0.02731561991
221	0.02714954391
222	0.02698799843
223	0.02685043494
224	0.0267078224
225	0.02658654553
226	0.02642272741
227	0.02629237934
228	0.02613470847
229	0.02592846765
230	0.0258162221
231	0.02569720715
232	0.02557151502
233	0.02541982954
234	0.02531443893
235	0.02520434834
236	0.02507708706
237	0.02491682693
238	0.02480295389
239	0.02468373918
240	0.02459855823
241	0.02447478242
242	0.02437520605
243	0.02428775353
244	0.02412670277
245	0.02401181793
246	0.02390227271
247	0.02378097476
248	0.02364709969
249	0.02355219387
250	0.02346334459
251	0.02337778899
252	0.02326220426
253	0.02314813543
254	0.02304768395
255	0.02295644433
256	0.02283545282
257	0.02273129379
258	0.02261572697
259	0.02250784809
260	0.02238721772
261	0.02228929568
262	0.02215839197
263	0.02203541001
264	0.0219466983
265	0.02184096685
266	0.02173295951
267	0.02163657306
268	0.02153801207
269	0.02146308448
270	0.02136218233
271	0.02125837725
272	0.02115713853
273	0.02105685837
274	0.02095189642
275	0.02085956449
276	0.02075546501
277	0.02066019667
278	0.02057015515
279	0.0204558713
280	0.02033506559
281	0.02025862935
282	0.02018981045
283	0.02010230215
284	0.02002617323
285	0.01996335113
286	0.01990121513
287	0.01981772641
288	0.01974291121
289	0.019662336
290	0.0195951534
291	0.01952151936
292	0.01944588605
293	0.01937709429
294	0.01928241884
295	0.01921371301
296	0.01912532937
297	0.01904683751
298	0.01896285007
299	0.01890427022
300	0.01883334033
301	0.01874856313
302	0.01868211155
303	0.01861852271
304	0.01854934678
305	0.01848676654
306	0.01842265177
307	0.01836199287
308	0.01829362414
309	0.01822219196
310	0.01815141309
311	0.0180726655
312	0.01801112023
313	0.01794112794
314	0.01787734893
315	0.01778958739
